paper,title,topic
835,TLS-N: Non-repudiation over TLS - Enabling Ubiquitous Content Signing for Disintermediation,Web security and privacy
836,Privacy-Preserving Verifiable Key Directories,Applied cryptography
836,Privacy-Preserving Verifiable Key Directories,Privacy-preserving systems
837,PeGaSus: Data-Adaptive Differentially Private Stream Processing,Privacy-preserving systems
838,Generic and Practical Key Exchange from Lattice,Applied cryptography
838,Generic and Practical Key Exchange from Lattice,Protocols
839,BPHMM: Customizable Data Release with Blowfish Privacy via Hidden Markov Model,Mobile security and privacy
839,BPHMM: Customizable Data Release with Blowfish Privacy via Hidden Markov Model,Privacy-preserving systems
839,BPHMM: Customizable Data Release with Blowfish Privacy via Hidden Markov Model,Privacy policies
839,BPHMM: Customizable Data Release with Blowfish Privacy via Hidden Markov Model,Web security and privacy
840,A Reconnaissance Attack Against Real-Time Embedded Systems,Cyber-physical systems (including IoT) security
841,An Adaptive Watermark Detection Scheme for Vector Geographic Data,Authentication and authorization
842,Protect Autonomous Vehicles with PAVA: Partition-based Security Architecture Design for Autonomous Vehicles,Software security
843,My Genome Belongs to me: Controlling Third Party Computation on Genomic Data,Applied cryptography
843,My Genome Belongs to me: Controlling Third Party Computation on Genomic Data,Privacy-preserving systems
844,Surveylance: Automatically Detecting Online Survey Scams,Machine learning
844,Surveylance: Automatically Detecting Online Survey Scams,Malware
844,Surveylance: Automatically Detecting Online Survey Scams,Web security and privacy
846,Building Mallory's Wonderland: Systematic Extraction of Agility Parameters for Proactive Defense,Malware
846,Building Mallory's Wonderland: Systematic Extraction of Agility Parameters for Proactive Defense,Network security
847,IMF: Inferred Model-based Fuzzer,Malware
847,IMF: Inferred Model-based Fuzzer,Software security
848,A Fast Secure Equi-Join toward Secure Cross-Domain Analysis of Attribute Information and Historical Information,Applied cryptography
848,A Fast Secure Equi-Join toward Secure Cross-Domain Analysis of Attribute Information and Historical Information,Protocols
848,A Fast Secure Equi-Join toward Secure Cross-Domain Analysis of Attribute Information and Historical Information,Secure and verifiable computation
849,Simple High-level Cryptographic Abstractions,Applied cryptography
849,Simple High-level Cryptographic Abstractions,Language-based security
849,Simple High-level Cryptographic Abstractions,Protocols
849,Simple High-level Cryptographic Abstractions,Software security
850,Watching and Safeguarding Your 3D Printer: Online Process Monitoring Against Cyber-Physical Attacks,Cyber-physical systems (including IoT) security
851,A Security Analysis of Honeywords,Access control
851,A Security Analysis of Honeywords,Authentication and authorization
851,A Security Analysis of Honeywords,Metrics
851,A Security Analysis of Honeywords,Network security
851,A Security Analysis of Honeywords,Web security and privacy
852,Analysis and Detection of Malware in Smartphones with Android Operating System Using Hooking Techniques,Hardware and architecture security
852,Analysis and Detection of Malware in Smartphones with Android Operating System Using Hooking Techniques,Malware
852,Analysis and Detection of Malware in Smartphones with Android Operating System Using Hooking Techniques,Mobile security and privacy
853,Group Key Exchange without Leaking Metadata,Applied cryptography
853,Group Key Exchange without Leaking Metadata,Privacy-preserving systems
853,Group Key Exchange without Leaking Metadata,Protocols
854,SecuPAN: A Security Scheme to Mitigate 6LoWPAN Fragmentation Atacks,Authentication and authorization
854,SecuPAN: A Security Scheme to Mitigate 6LoWPAN Fragmentation Atacks,Cyber-physical systems (including IoT) security
854,SecuPAN: A Security Scheme to Mitigate 6LoWPAN Fragmentation Atacks,Distributed systems security
854,SecuPAN: A Security Scheme to Mitigate 6LoWPAN Fragmentation Atacks,Network security
854,SecuPAN: A Security Scheme to Mitigate 6LoWPAN Fragmentation Atacks,Protocols
855,Modeling Attacks on Strong Physical Unclonable Functions Strengthened by Random Number and Weak PUF,Hardware and architecture security
856,Securing Resources in Distributed Cloud Storage,Cloud security
857,A Case for Exploiting Fully Integrated Inductive Voltage Regulator for EM Side Channel Protection,Hardware and architecture security
858,AmpFuzz: Blackbox Extraction of Amplication-Inducing Queries to Network Servers,<none>
859,Three-Party MPC-ORAM with Low Latency and Batch Retrieval,Protocols
860,On Privacy Preserving Key Exchange and TLS 1.3,Applied cryptography
860,On Privacy Preserving Key Exchange and TLS 1.3,Protocols
861,How Best to Attack and Generate Honeywords,Access control
861,How Best to Attack and Generate Honeywords,Authentication and authorization
861,How Best to Attack and Generate Honeywords,Metrics
861,How Best to Attack and Generate Honeywords,Network security
861,How Best to Attack and Generate Honeywords,Web security and privacy
862,"Visibility of Attacks in Field Networks: Trust Assumptions, Attacks, and Countermeasures",Cyber-physical systems (including IoT) security
862,"Visibility of Attacks in Field Networks: Trust Assumptions, Attacks, and Countermeasures",Intrusion detection
862,"Visibility of Attacks in Field Networks: Trust Assumptions, Attacks, and Countermeasures",Network security
864,Fidelity: New Property of Deep Neural Networks to Measure the Trustworthiness of Results,Machine learning
865,Ligero: Lightweight Sublinear Arguments Without a Trusted Setup,Distributed systems security
865,Ligero: Lightweight Sublinear Arguments Without a Trusted Setup,Protocols
865,Ligero: Lightweight Sublinear Arguments Without a Trusted Setup,Secure and verifiable computation
866,Rowhammer.net: Exploiting and Protecting Servers Applications From Remote Rowhammer Attacks,Cloud security
866,Rowhammer.net: Exploiting and Protecting Servers Applications From Remote Rowhammer Attacks,Hardware and architecture security
866,Rowhammer.net: Exploiting and Protecting Servers Applications From Remote Rowhammer Attacks,Software security
867,Compacting Security Audit Logs Using Versioned Dependence Graphs,Forensics
868,Reverse Engineering of Convolutional Neural Networks,Hardware and architecture security
868,Reverse Engineering of Convolutional Neural Networks,Machine learning
869,"Hey Malware, Have a Taste of Your Very Own Evasive Logic",Malware
870,A Modular Provable Security Analysis of OAuth Protocol,Authentication and authorization
870,A Modular Provable Security Analysis of OAuth Protocol,Protocols
871,"Anonymity Trilemma: Strong Anonymity, Low Bandwidth, Low Latency. Choose Two.",Anonymity
871,"Anonymity Trilemma: Strong Anonymity, Low Bandwidth, Low Latency. Choose Two.",Privacy-preserving systems
872,CryptoDL: Deep Neural Networks over Encrypted Data,Applied cryptography
872,CryptoDL: Deep Neural Networks over Encrypted Data,Machine learning
872,CryptoDL: Deep Neural Networks over Encrypted Data,Privacy-preserving systems
873,Rise of the HaCRS: Augmenting Autonomous Cyber Reasoning Systems with Human Assistance,Software security
874,Verifier Coalescence and Applications to End-to-end Verifiable Multiparty Computation,Anonymity
874,Verifier Coalescence and Applications to End-to-end Verifiable Multiparty Computation,Applied cryptography
874,Verifier Coalescence and Applications to End-to-end Verifiable Multiparty Computation,Privacy-preserving systems
874,Verifier Coalescence and Applications to End-to-end Verifiable Multiparty Computation,Protocols
874,Verifier Coalescence and Applications to End-to-end Verifiable Multiparty Computation,Secure and verifiable computation
876,Insourcing Internet of Things Security,Network security
876,Insourcing Internet of Things Security,Privacy-preserving systems
877,Multi-mode Cryptocurrency Systems,Applied cryptography
877,Multi-mode Cryptocurrency Systems,Distributed systems security
877,Multi-mode Cryptocurrency Systems,Protocols
878,Trust Me I‰Ûªm Your Underlying Hardware: Gate-level Trojan Insertion and Detection with HAL,Hardware and architecture security
879,A Feasibility Study of 4K-Aliasing Covert Communication Channels,Cloud security
879,A Feasibility Study of 4K-Aliasing Covert Communication Channels,Hardware and architecture security
880,Automated Generation of Event-Oriented Exploits in Android Hybrid Apps,Mobile security and privacy
881,Iron: Functional Encryption using Intel SGX,Access control
881,Iron: Functional Encryption using Intel SGX,Applied cryptography
881,Iron: Functional Encryption using Intel SGX,Authentication and authorization
881,Iron: Functional Encryption using Intel SGX,Cloud security
881,Iron: Functional Encryption using Intel SGX,Secure and verifiable computation
882,ZeroTrace : Oblivious Memory Primitives from Intel SGX,Applied cryptography
882,ZeroTrace : Oblivious Memory Primitives from Intel SGX,Cloud security
882,ZeroTrace : Oblivious Memory Primitives from Intel SGX,Hardware and architecture security
883,microSE: Efficient Searchable Encryption Through Compression,Applied cryptography
883,microSE: Efficient Searchable Encryption Through Compression,Cloud security
883,microSE: Efficient Searchable Encryption Through Compression,Privacy-preserving systems
883,microSE: Efficient Searchable Encryption Through Compression,Secure and verifiable computation
884,Analyzing the Propagation of IoT Botnets from DNS Leakage,Cyber-physical systems (including IoT) security
884,Analyzing the Propagation of IoT Botnets from DNS Leakage,Malware
884,Analyzing the Propagation of IoT Botnets from DNS Leakage,Network security
885,Homomorphic Secret Sharing: Optimizations and Applications,Applied cryptography
886,A New Public-Key Cryptographic Primitive Based on the Underdetermined Systems of Polynomial Equations for Probable Security,Applied cryptography
888,SPOILD: Side-Channel POwer-based Instruction-level Disassembler,Hardware and architecture security
889,Secure-in-between-accesses databases,Applied cryptography
889,Secure-in-between-accesses databases,Cloud security
889,Secure-in-between-accesses databases,Cyber-physical systems (including IoT) security
889,Secure-in-between-accesses databases,Secure and verifiable computation
891,Log-Structure Authenticated Storage with Minimal Trust and Efficiency,Secure and verifiable computation
